shapeid,x,y
34,105.9426,56.7983
34,105.9296,56.7776
34,105.9094,56.7766
34,105.8647,56.7871
34,105.7761,56.7632
34,105.7425,56.7649
34,105.7424,56.7649
34,105.7413,56.7797
34,105.7413,56.7798
34,105.7516,56.7839
34,105.7517,56.7839
34,105.7658,56.7841
34,105.7758,56.7872
34,105.7755,56.7966
34,105.7758,56.7983
34,105.7759,56.7983
34,105.8294,56.7945
34,105.8424,56.7983
34,105.8427,56.8004
34,105.8421,56.8077
34,105.8424,56.8094
34,105.8425,56.8094
34,105.8713,56.8138
34,105.899,56.8114
35,104.1539,56.5872
35,104.2317,56.5539
35,104.2162,56.5333
35,104.1903,56.5231
35,104.1206,56.5205
35,104.1206,56.5206
35,104.1214,56.5548
35,104.1214,56.5549
35,104.1248,56.5671
35,104.1316,56.5761
35,104.1316,56.5762
35,104.1363,56.5769
35,104.1498,56.575
35,104.1539,56.5761
35,104.1535,56.5855
36,114.8299,56.3651
36,114.8397,56.363
36,114.8743,56.3651
36,114.8801,56.3625
36,114.8897,56.3558
36,114.8966,56.354
36,114.9414,56.3598
36,114.9521,56.354
36,114.9521,56.3539
36,114.944,56.3393
36,114.9312,56.3258
36,114.9122,56.3179
36,114.8854,56.3205
36,114.8854,56.3206
36,114.8812,56.323
36,114.8748,56.3302
36,114.8743,56.3317
36,114.8298,56.329
36,114.8187,56.3317
36,114.8125,56.3397
36,114.8125,56.3398
36,114.8077,56.3761
36,114.8055,56.3772
36,114.8012,56.3784
36,114.8011,56.3784
36,114.7972,56.3812
36,114.7972,56.3813
36,114.7965,56.3873
36,114.7966,56.3873
36,114.8046,56.3897
36,114.8088,56.3931
36,114.8077,56.3984
36,114.8185,56.3965
36,114.8235,56.3857
36,114.8261,56.3729
37,101.8013,56.3147
37,101.8099,56.2873
37,101.8099,56.2872
37,101.8098,56.2872
37,101.8075,56.2877
37,101.8008,56.2899
37,101.7933,56.2945
37,101.7738,56.3019
37,101.7463,56.2977
37,101.7192,56.2878
37,101.7142,56.285
37,101.7036,56.2873
37,101.6766,56.2872
37,101.6692,56.2842
37,101.6626,56.2802
37,101.6626,56.2801
37,101.6575,56.2796
37,101.6544,56.2872
37,101.6544,56.2873
37,101.6543,56.2873
37,101.6609,56.3084
37,101.6792,56.318
37,101.732,56.3206
37,101.7266,56.3289
37,101.7266,56.329
37,101.723,56.3393
37,101.721,56.365
37,101.721,56.3651
37,101.7267,56.3651
37,101.7299,56.3628
37,101.7314,56.3588
37,101.7322,56.3539
37,101.7488,56.3344
38,101.9333,56.2584
38,101.9322,56.2429
38,101.9322,56.2428
38,101.9321,56.2428
38,101.9234,56.2409
38,101.9172,56.2451
38,101.9098,56.2539
38,101.8979,56.2516
38,101.8777,56.2422
38,101.8776,56.2422
38,101.8654,56.2428
38,101.8608,56.2477
38,101.8569,56.2561
38,101.8517,56.2633
38,101.8432,56.265
38,101.8431,56.265
38,101.8431,56.2651
38,101.851,56.2747
38,101.851,56.2748
38,101.8511,56.2748
38,101.8837,56.2798
38,101.8988,56.2873
38,101.9149,56.306
38,101.9265,56.3087
38,101.9432,56.2984
38,101.9433,56.2984
38,101.9447,56.2802
39,96.1013,56.2106
39,96.0774,56.2095
39,96.0767,56.2353
39,96.0767,56.2354
39,96.0827,56.2544
39,96.097,56.265
39,96.1219,56.2651
39,96.122,56.2651
39,96.1204,56.2417
39,96.1147,56.2224
39,96.1014,56.2106
40,97.2263,56.1306
40,97.2114,56.1324
40,97.199,56.1366
40,97.1884,56.1428
40,97.1883,56.1428
40,97.1955,56.158
40,97.1955,56.1581
40,97.2221,56.1758
40,97.2328,56.1873
40,97.2439,56.1817
40,97.2439,56.1816
40,97.244,56.1317
41,101.2124,56.1392
41,101.2191,56.1248
41,101.2322,56.1095
41,101.2221,56.0919
41,101.222,56.0919
41,101.1994,56.0867
41,101.1433,56.0873
41,101.1416,56.0964
41,101.1455,56.1022
41,101.1543,56.1095
41,101.1533,56.1273
41,101.1544,56.1318
41,101.1587,56.1328
41,101.1725,56.1308
41,101.1766,56.1318
41,101.1877,56.154
41,101.1878,56.154
41,101.2046,56.1499
41,101.2046,56.1498
42,111.771,56.1189
42,111.7193,56.1206
42,111.7193,56.1207
42,111.7193,56.1428
42,111.7193,56.1429
42,111.7971,56.1429
42,111.7971,56.1428
42,111.7924,56.1227
42,111.7923,56.1227
43,99.4102,56.0852
43,99.4104,56.0762
43,99.4104,56.0761
43,99.4103,56.0761
43,99.4084,56.0774
43,99.4033,56.0727
43,99.3988,56.0669
43,99.3993,56.0651
43,99.391,56.0651
43,99.3704,56.0729
43,99.3659,56.0761
43,99.3659,56.0762
43,99.3646,56.0851
43,99.3646,56.0852
43,99.3675,56.091
43,99.3676,56.091
43,99.3768,56.0984
43,99.3854,56.107
43,99.3916,56.1101
43,99.3993,56.1095
43,99.4036,56.1048
43,99.4076,56.0958
44,99.6991,56.0651
44,99.6507,56.0666
44,99.6354,56.0763
44,99.6325,56.0984
44,99.6439,56.1056
44,99.6545,56.1073
44,99.6653,56.1045
44,99.6769,56.0984
44,99.6794,56.0953
44,99.6799,56.0918
44,99.6819,56.0888
44,99.6941,56.0849
44,99.6967,56.0793
44,99.6992,56.0651
45,97.855,55.9317
45,97.8281,55.9382
45,97.8281,55.9383
45,97.8216,55.9429
45,97.8118,55.9536
45,97.8105,55.954
45,97.8117,55.9722
45,97.8105,55.9762
45,97.7783,55.9823
45,97.7647,55.9899
45,97.766,56.0096
45,97.8216,56.0096
45,97.8439,56.0182
45,97.8439,56.0207
45,97.844,56.0207
45,97.8697,56.0062
45,97.8698,56.0062
45,97.8789,55.9845
45,97.879,55.9845
45,97.8734,55.9587
46,98.0328,55.954
46,98.0439,55.9318
46,98.0583,55.9357
46,98.0877,55.9518
46,98.1105,55.9541
46,98.1106,55.9541
46,98.1106,55.954
46,98.1109,55.9359
46,98.1109,55.9358
46,98.0932,55.9244
46,98.0381,55.9068
46,98.0366,55.9049
46,98.0359,55.9025
46,98.0328,55.8984
46,98.0327,55.8984
46,98.0209,55.8906
46,98.0084,55.8903
46,97.994,55.8968
46,97.9611,55.9212
46,97.9557,55.9296
46,97.9549,55.9429
46,97.955,55.9429
46,97.955,55.943
46,97.9883,55.943
46,97.9946,55.9449
46,97.9962,55.947
46,97.9965,55.9497
46,97.9994,55.954
46,97.9994,55.9541
46,98.0073,55.9594
46,98.0073,55.9595
46,98.016,55.9612
46,98.0248,55.9595
46,98.0248,55.9594
46,98.0327,55.9541
46,98.0327,55.954
47,109.2837,55.5966
47,109.2752,55.5985
47,109.2784,55.6066
47,109.2784,55.6067
47,109.2839,55.6121
47,109.2975,55.6207
47,109.3086,55.6318
47,109.3176,55.637
47,109.3362,55.6438
47,109.3576,55.6446
47,109.365,55.6394
47,109.365,55.6393
47,109.3634,55.6349
47,109.3634,55.6348
47,109.3509,55.6245
47,109.3114,55.6019
48,124.7283,55.1763
48,124.7315,55.1727
48,124.7371,55.1578
48,124.7393,55.1542
48,124.7446,55.1554
48,124.7549,55.1647
48,124.7549,55.1648
48,124.7615,55.1653
48,124.7705,55.1602
48,124.7851,55.1473
48,124.7949,55.143
48,124.795,55.143
48,124.7916,55.135
48,124.7865,55.1294
48,124.7865,55.1293
48,124.7571,55.1111
48,124.757,55.1111
48,124.7505,55.1097
48,124.7364,55.1112
48,124.7044,55.1239
48,124.695,55.1319
48,124.6929,55.1447
48,124.7048,55.1699
48,124.7059,55.1763
48,124.695,55.1763
48,124.7175,55.2198
48,124.7171,55.2319
48,124.7284,55.2321
48,124.7349,55.2274
48,124.7381,55.2194
48,124.739,55.1878
48,124.7356,55.1801
48,124.7356,55.18
49,124.6615,54.9874
49,124.6011,54.988
49,124.5766,54.9943
49,124.5616,55.0097
49,124.5653,55.027
49,124.6569,55.0489
49,124.6688,55.0458
49,124.6688,55.0457
49,124.6616,55.0319
49,124.6615,55.0319
49,124.6504,55.0319
49,124.6616,54.9875
50,99.0993,54.9208
50,99.0909,54.8895
50,99.0731,54.8642
50,99.049,54.8533
50,99.0213,54.8653
50,99.0182,54.8702
50,99.0135,54.8827
50,99.0104,54.8875
50,98.9841,54.9001
50,98.9748,54.908
50,98.977,54.9208
50,98.977,54.9209
50,98.9771,54.9209
50,99.0139,54.919
50,99.0744,54.9299
50,99.0992,54.9209
50,99.0992,54.9208
51,100.6213,54.5765
51,100.6234,54.576
51,100.63,54.577
51,100.6322,54.5765
51,100.6323,54.5765
51,100.6329,54.5742
51,100.6317,54.5676
51,100.6323,54.5654
51,100.6345,54.5649
51,100.6412,54.5659
51,100.6434,54.5654
51,100.6447,54.5608
51,100.643,54.5482
51,100.6434,54.5431
51,100.6575,54.5296
51,100.661,54.529
51,100.6611,54.529
51,100.6641,54.5272
51,100.6641,54.5271
51,100.6657,54.5209
51,100.6657,54.5098
51,100.6656,54.5098
51,100.6449,54.5091
51,100.6234,54.5143
51,100.6234,54.5144
51,100.5879,54.532
51,100.5605,54.5384
51,100.5605,54.5385
51,100.5545,54.5431
51,100.5525,54.5532
51,100.5556,54.5771
51,100.5545,54.5876
51,100.5767,54.5876
51,100.5957,54.5959
51,100.6063,54.5959
51,100.6064,54.5959
51,100.6213,54.5876
51,100.6218,54.5854
51,100.6208,54.5787
52,102.2098,54.0876
52,102.183,54.0885
52,102.1748,54.1093
52,102.1784,54.1359
52,102.1876,54.1544
52,102.2032,54.143
52,102.2033,54.143
52,102.2033,54.1429
52,102.2064,54.1307
52,102.2064,54.1306
52,102.2057,54.1134
52,102.2099,54.0877
52,102.2098,54.0877
53,123.9618,53.9551
53,123.9401,53.9622
53,123.9349,53.982
53,123.9349,53.9821
53,123.9728,53.9877
53,123.9729,53.9877
53,123.9729,53.9876
53,123.9619,53.9551
54,102.0671,53.8883
54,102.0432,53.8987
54,102.0432,53.8988
54,102.0515,53.9231
54,102.0737,53.9366
54,102.1,53.9396
54,102.121,53.9322
54,102.121,53.9321
54,102.1107,53.9097
54,102.0912,53.8935
55,127.2673,53.7093
55,127.2389,53.7099
55,127.2388,53.7099
55,127.2389,53.7407
55,127.2422,53.754
55,127.25,53.7655
55,127.2626,53.7738
55,127.2767,53.7763
55,127.2905,53.7735
55,127.2906,53.7735
55,127.2751,53.7695
55,127.2751,53.7622
55,127.31,53.7563
55,127.3105,53.7558
55,127.3168,53.7544
55,127.3226,53.7519
55,127.3254,53.7464
55,127.3279,53.7322
55,127.3279,53.7321
55,127.3278,53.7321
55,127.3051,53.7271
56,103.0889,53.159
56,103.0985,53.1545
56,103.1162,53.1556
56,103.1208,53.1545
56,103.1268,53.1475
56,103.137,53.1277
56,103.143,53.1212
56,103.1589,53.119
56,103.1763,53.1211
56,103.188,53.1178
56,103.188,53.1177
56,103.1875,53.0989
56,103.1208,53.0989
56,103.1193,53.1009
56,103.118,53.1045
56,103.1152,53.1082
56,103.1008,53.1133
56,103.0857,53.1273
56,103.0764,53.1322
56,103.0529,53.1375
56,103.0446,53.1466
56,103.043,53.1656
56,103.0487,53.168
56,103.0584,53.1757
56,103.0651,53.1767
56,103.0652,53.1767
56,103.0745,53.1729
57,122.7842,52.91
57,122.7841,52.91
57,122.7841,52.9101
57,122.7858,52.9472
57,122.8033,52.9686
57,122.8033,52.9687
57,122.8619,52.9879
57,122.862,52.9879
57,122.862,52.9878
57,122.8625,52.9723
57,122.8602,52.9583
57,122.8533,52.9479
57,122.8532,52.9479
57,122.8397,52.9434
57,122.8284,52.937
57,122.8023,52.9129
58,123.2014,52.8761
58,123.184,52.8767
58,123.1839,52.8767
58,123.1839,52.9101
58,123.184,52.9101
58,123.1986,52.9108
58,123.2285,52.899
58,123.2286,52.899
58,123.2286,52.8989
58,123.2241,52.8867
58,123.2147,52.8793
59,103.6717,52.7975
59,103.6654,52.7862
59,103.6541,52.7768
59,103.6629,52.7662
59,103.694,52.7584
59,103.6985,52.7435
59,103.6985,52.7434
59,103.6839,52.713
59,103.6637,52.7053
59,103.6415,52.7111
59,103.6207,52.7212
59,103.6169,52.7252
59,103.6095,52.7434
59,103.6073,52.7439
59,103.6008,52.7429
59,103.5984,52.7434
59,103.598,52.7456
59,103.5988,52.7522
59,103.5984,52.7545
59,103.5762,52.7656
59,103.5758,52.7705
59,103.5773,52.7837
59,103.5762,52.7878
59,103.5698,52.7894
59,103.543,52.7878
59,103.5429,52.7878
59,103.5392,52.7915
59,103.5318,52.8101
59,103.5285,52.8126
59,103.5251,52.8131
59,103.5221,52.8149
59,103.5207,52.8211
59,103.5207,52.8212
59,103.5207,52.8323
59,103.5207,52.8324
59,103.5208,52.8324
59,103.5513,52.8239
59,103.6651,52.8212
59,103.6652,52.8212
59,103.6721,52.8095
60,123.895,52.6767
60,123.8726,52.6818
60,123.8725,52.6818
60,123.8572,52.6957
60,123.8525,52.7139
60,123.8617,52.7323
60,123.8799,52.7284
60,123.8799,52.7283
60,123.8897,52.7158
60,123.8951,52.6768
60,123.8951,52.6767
61,117.0295,52.499
61,117.0258,52.5027
61,117.0212,52.5164
61,117.0183,52.5212
61,117.0015,52.5267
61,116.9958,52.5315
61,116.9958,52.5316
61,116.9962,52.5434
61,116.9962,52.5435
61,116.9963,52.5435
61,117.0137,52.5414
61,117.0518,52.5213
61,117.0518,52.5212
61,117.0433,52.5068
61,117.037,52.5003
62,125.4332,52.4674
62,125.4392,52.4657
62,125.4504,52.4657
62,125.4524,52.4535
62,125.4524,52.4534
62,125.4448,52.4484
62,125.4347,52.4464
62,125.4282,52.4435
62,125.4291,52.4153
62,125.4282,52.4101
62,125.4281,52.4101
62,125.4206,52.4122
62,125.4206,52.4123
62,125.4188,52.4229
62,125.419,52.4355
62,125.417,52.4435
62,125.3994,52.449
62,125.3393,52.4323
62,125.3392,52.4323
62,125.3392,52.4324
62,125.3371,52.4447
62,125.3458,52.4529
62,125.3726,52.4657
62,125.3913,52.4827
62,125.4001,52.4848
62,125.4117,52.483
62,125.4281,52.4768
62,125.4282,52.4768
62,125.4304,52.4743
62,125.4312,52.4707
63,104.1743,52.3718
63,104.1873,52.3658
63,104.2307,52.3789
63,104.2539,52.3769
63,104.2873,52.3658
63,104.2873,52.3657
63,104.2895,52.3635
63,104.2908,52.3604
63,104.2932,52.3572
63,104.2983,52.3546
63,104.3162,52.3557
63,104.3206,52.3546
63,104.3217,52.3507
63,104.3206,52.3324
63,104.3246,52.3286
63,104.3378,52.3241
63,104.3428,52.3214
63,104.3428,52.3213
63,104.3434,52.319
63,104.3423,52.3124
63,104.3428,52.3102
63,104.3449,52.3097
63,104.3518,52.3107
63,104.3539,52.3102
63,104.3539,52.3101
63,104.3543,52.3079
63,104.3534,52.3011
63,104.3539,52.2991
63,104.3585,52.298
63,104.371,52.2996
63,104.3761,52.2992
63,104.3761,52.2991
63,104.3837,52.2906
63,104.4028,52.2787
63,104.4095,52.2768
63,104.4096,52.2768
63,104.4086,52.2595
63,104.3963,52.2478
63,104.365,52.2323
63,104.3539,52.2213
63,104.3515,52.2209
63,104.3449,52.2218
63,104.3428,52.2213
63,104.3424,52.2191
63,104.3434,52.2121
63,104.3428,52.2102
63,104.3428,52.2101
63,104.3381,52.2097
63,104.3246,52.2113
63,104.3206,52.2102
63,104.3206,52.199
63,104.3205,52.199
63,104.3118,52.2009
63,104.2654,52.2311
63,104.2653,52.2311
63,104.265,52.2323
63,104.234,52.2219
63,104.2206,52.2213
63,104.2203,52.223
63,104.2209,52.2305
63,104.2206,52.2323
63,104.2159,52.2329
63,104.2024,52.2312
63,104.1984,52.2323
63,104.1899,52.2462
63,104.1845,52.2517
63,104.1762,52.2545
63,104.1761,52.2545
63,104.1761,52.2546
63,104.1831,52.2698
63,104.2098,52.2875
63,104.2206,52.2991
63,104.217,52.3068
63,104.2079,52.3084
63,104.1969,52.308
63,104.1872,52.3101
63,104.1761,52.3323
63,104.1206,52.3323
63,104.1206,52.3324
63,104.1408,52.3706
63,104.1429,52.3879
63,104.1429,52.388
63,104.1571,52.3889
64,124.706,52.2991
64,124.6914,52.301
64,124.6909,52.3318
64,124.6838,52.3435
64,124.6837,52.3435
64,124.6909,52.356
64,124.6909,52.3561
64,124.701,52.352
64,124.7136,52.3437
64,124.7282,52.3435
64,124.7283,52.3435
64,124.7216,52.3169
64,124.7172,52.3101
64,124.7157,52.3093
64,124.7055,52.3005
65,104.0674,52.258
65,104.1113,52.2498
65,104.1539,52.2546
65,104.154,52.2546
65,104.1474,52.2
65,104.1376,52.1793
65,104.1206,52.1657
65,104.0947,52.1677
65,104.0842,52.1711
65,104.0761,52.1768
65,104.0725,52.1862
65,104.069,52.2134
65,104.0651,52.2213
65,104.0527,52.2238
65,104.0225,52.2197
65,104.0095,52.2213
65,104.0094,52.2213
65,104.0306,52.2561
66,113.5746,52.1324
66,113.5624,52.0892
66,113.5624,52.0891
66,113.5413,52.0546
66,113.5539,52.034
66,113.5725,52.0193
66,113.6191,51.9991
66,113.6145,51.99
66,113.6077,51.9825
66,113.6076,51.9825
66,113.5983,51.9777
66,113.5982,51.9777
66,113.5858,51.9768
66,113.5857,51.9769
66,113.5851,51.9785
66,113.5832,51.9822
66,113.5796,51.986
66,113.5689,51.9896
66,113.559,51.9967
66,113.5524,51.999
66,113.5415,51.9981
66,113.5273,51.9888
66,113.519,51.9879
66,113.5189,51.9879
66,113.4451,52.0163
66,113.445,52.0163
66,113.4079,52.0435
66,113.3938,52.0355
66,113.385,52.0331
66,113.3747,52.0324
66,113.3749,52.0118
66,113.3826,51.9896
66,113.3826,51.9895
66,113.3746,51.9768
66,113.3334,51.9773
66,113.2848,52.012
66,113.2524,52.0213
66,113.259,52.0288
66,113.2902,52.0468
66,113.2967,52.0546
66,113.2968,52.0546
66,113.3063,52.0605
66,113.3413,52.0658
66,113.3434,52.0681
66,113.3445,52.0714
66,113.3468,52.0747
66,113.3469,52.0747
66,113.3524,52.0769
66,113.3954,52.0612
66,113.4079,52.0658
66,113.4155,52.0729
66,113.4155,52.073
66,113.4227,52.0736
66,113.4523,52.0658
66,113.4522,52.0906
66,113.4223,52.1106
66,113.419,52.1324
66,113.419,52.1325
66,113.4191,52.1325
66,113.4968,52.1102
66,113.5046,52.1137
66,113.5062,52.1229
66,113.5057,52.134
66,113.508,52.1436
66,113.5158,52.1493
66,113.5159,52.1493
66,113.5363,52.1568
66,113.5412,52.1657
66,113.5412,52.1658
66,113.5544,52.1622
66,113.5641,52.1386
66,113.5746,52.1325
67,122.0536,52.0123
67,122.0398,52.0213
67,122.0454,52.0434
67,122.0601,52.0565
67,122.0814,52.0632
67,122.1064,52.0658
67,122.1065,52.0658
67,122.1065,52.0657
67,122.1065,52.0515
67,122.0972,52.0429
67,122.0732,52.0324
67,122.0613,52.0153
67,122.0612,52.0153
68,123.6003,51.9986
68,123.6003,51.9985
68,123.5782,52.0012
68,123.5617,52.0102
68,123.5736,52.0236
68,123.592,52.0309
68,123.6118,52.0305
68,123.6284,52.0213
68,123.6285,52.0213
68,123.62,52.0046
68,123.62,52.0045
68,123.6199,52.0045
68,123.6004,51.9986
69,127.7042,52.0006
69,127.7055,51.9769
69,127.7055,51.9768
69,127.7054,51.9768
69,127.6955,51.9805
69,127.6619,51.9824
69,127.6611,51.9769
69,127.6611,51.9768
69,127.661,51.9768
69,127.6503,51.9885
69,127.6502,51.9886
69,127.6476,52
69,127.6476,52.0001
69,127.661,52.0324
69,127.661,52.0325
69,127.6611,52.0325
69,127.6611,52.0324
69,127.6923,52.0136
69,127.7042,52.0007
70,107.62,51.8547
70,107.6367,51.851
70,107.6977,51.8547
70,107.7061,51.8586
70,107.7199,51.8769
70,107.7247,51.8776
70,107.738,51.8758
70,107.7422,51.8769
70,107.7424,51.8791
70,107.7418,51.8863
70,107.7419,51.8863
70,107.7422,51.888
70,107.7423,51.888
70,107.7498,51.8893
70,107.7499,51.8893
70,107.7756,51.888
70,107.8104,51.8952
70,107.8283,51.8952
70,107.8626,51.8844
70,107.8811,51.8736
70,107.8866,51.8658
70,107.8931,51.8672
70,107.895,51.8742
70,107.8954,51.8826
70,107.8976,51.888
70,107.8977,51.888
70,107.9164,51.8878
70,107.9298,51.874
70,107.941,51.8672
70,107.9531,51.8879
70,107.9507,51.8867
70,107.9467,51.8896
70,107.9466,51.8896
70,107.9432,51.8945
70,107.9421,51.8991
70,107.9451,51.9021
70,107.9982,51.9217
70,108.0199,51.9214
70,108.0508,51.9143
70,108.0648,51.9145
70,108.1197,51.9313
70,108.1364,51.9251
70,108.1365,51.9251
70,108.1365,51.925
70,108.1422,51.8991
70,108.1112,51.9066
70,108.097,51.906
70,108.0756,51.8991
70,108.071,51.8962
70,108.0664,51.8899
70,108.0643,51.888
70,108.0593,51.8875
70,108.0469,51.8891
70,108.0423,51.888
70,108.0311,51.8658
70,108.0311,51.8657
70,108.0215,51.8678
70,108.0002,51.8828
70,107.9867,51.888
70,107.9805,51.8884
70,107.9781,51.8856
70,107.9755,51.8769
70,107.92,51.8213
70,107.9199,51.8213
70,107.9097,51.8227
70,107.8942,51.8282
70,107.8816,51.8356
70,107.8799,51.8375
70,107.8787,51.8398
70,107.8755,51.8436
70,107.8736,51.8444
70,107.8631,51.8528
70,107.8631,51.8529
70,107.8642,51.8546
70,107.8548,51.8516
70,107.8503,51.8424
70,107.8417,51.8311
70,107.82,51.8213
70,107.7858,51.8231
70,107.7756,51.8213
70,107.7614,51.8132
70,107.7557,51.8068
70,107.7488,51.7893
70,107.7365,51.7873
70,107.6978,51.788
70,107.6922,51.786
70,107.6823,51.7793
70,107.6822,51.7793
70,107.6411,51.7709
70,107.62,51.7606
70,107.5798,51.753
70,107.5534,51.7546
70,107.5534,51.7547
70,107.5539,51.768
70,107.5615,51.7743
70,107.5866,51.7769
70,107.5853,51.8
70,107.5705,51.8065
70,107.55,51.8066
70,107.5311,51.8102
70,107.5067,51.8261
70,107.4995,51.8377
70,107.4995,51.8378
70,107.4979,51.8547
70,107.5311,51.8547
70,107.5333,51.8694
70,107.5222,51.8763
70,107.5072,51.8808
70,107.4979,51.888
70,107.4961,51.9024
70,107.5,51.9133
70,107.5055,51.9226
70,107.5089,51.9324
70,107.5089,51.9325
70,107.509,51.9325
70,107.5422,51.9325
70,107.5422,51.9324
70,107.5526,51.9038
70,107.5736,51.8938
70,107.62,51.888
70,107.6201,51.888
70,107.6166,51.8844
70,107.6144,51.8738
70,107.615,51.862
71,113.7739,51.7763
71,113.7551,51.7797
71,113.755,51.7797
71,113.7432,51.7901
71,113.7412,51.8102
71,113.7412,51.8103
71,113.7596,51.8194
71,113.7777,51.8147
71,113.7778,51.8147
71,113.7917,51.7995
71,113.7917,51.7994
71,113.7968,51.7769
71,113.7968,51.7768
72,114.33,51.6436
72,114.3411,51.6325
72,114.3518,51.631
72,114.3628,51.6316
72,114.3713,51.6299
72,114.3745,51.6214
72,114.3731,51.6038
72,114.3509,51.5977
72,114.3237,51.6007
72,114.3078,51.6103
72,114.3022,51.6279
72,114.2968,51.6329
72,114.2856,51.6325
72,114.2692,51.6267
72,114.2691,51.6267
72,114.2624,51.6271
72,114.2522,51.6325
72,114.2617,51.6536
72,114.2751,51.6708
72,114.2936,51.6828
72,114.3189,51.6881
72,114.319,51.6881
72,114.319,51.688
72,114.321,51.6825
72,114.3293,51.6726
72,114.3293,51.6725
72,114.33,51.6658
72,114.3224,51.6634
72,114.3185,51.6605
72,114.319,51.6547
72,114.3217,51.6492
72,114.323,51.6474
72,114.33,51.6437
73,113.1079,51.5769
73,113.075,51.5874
73,113.075,51.5875
73,113.0837,51.6107
73,113.1047,51.6171
73,113.108,51.5769
74,113.0639,51.5843
74,113.072,51.5652
74,113.0747,51.5659
74,113.0748,51.5659
74,113.0748,51.5658
74,113.0747,51.5658
74,113.0712,51.5547
74,113.0712,51.5546
74,113.0629,51.5459
74,113.0495,51.5416
74,113.0303,51.5436
74,113.0302,51.5436
74,113.0285,51.5469
74,113.0285,51.547
74,113.0328,51.5518
74,113.0387,51.5554
74,113.0388,51.5554
74,113.0413,51.5548
74,113.0375,51.5615
74,113.008,51.5769
74,113.008,51.577
74,113.0163,51.591
74,113.0221,51.5964
74,113.0222,51.5964
74,113.0303,51.5992
74,113.0635,51.5881
75,128.1943,51.3214
75,128.1609,51.3214
75,128.1471,51.3279
75,128.147,51.3279
75,128.1442,51.3357
75,128.1443,51.3475
75,128.1387,51.3659
75,128.1313,51.3723
75,128.122,51.3776
75,128.122,51.3777
75,128.1183,51.3855
75,128.1183,51.3856
75,128.1276,51.3992
75,128.1563,51.3918
75,128.1563,51.3917
75,128.1747,51.3741
75,128.1944,51.3215
75,128.1944,51.3214
76,106.5313,51.3104
76,106.5412,51.2978
76,106.5413,51.2978
76,106.5491,51.2829
76,106.551,51.2679
76,106.5425,51.2548
76,106.5134,51.2674
76,106.4959,51.2808
76,106.494,51.2846
76,106.4793,51.2911
76,106.4789,51.2911
76,106.4788,51.2911
76,106.4621,51.2993
76,106.4201,51.2991
76,106.4201,51.2992
76,106.4205,51.31
76,106.4289,51.3239
76,106.4313,51.3325
76,106.4313,51.3326
76,106.4536,51.3326
76,106.4712,51.3435
76,106.4757,51.3437
76,106.4761,51.3414
76,106.4753,51.3345
76,106.4757,51.3325
76,106.5313,51.3215
76,106.5319,51.3193
76,106.5308,51.3127
77,108.8309,51.2325
77,108.8309,51.2326
77,108.8318,51.2668
77,108.8318,51.2669
77,108.8488,51.2888
77,108.8734,51.2965
77,108.8735,51.2965
77,108.8976,51.2882
77,108.8976,51.2881
77,108.8882,51.2671
77,108.8747,51.2498
77,108.8563,51.2378
78,120.8528,51.2732
78,120.8512,51.2659
78,120.8471,51.2648
78,120.8332,51.2667
78,120.8288,51.2659
78,120.8083,51.2388
78,120.7956,51.2325
78,120.7809,51.2315
78,120.7664,51.2332
78,120.7525,51.2372
78,120.7525,51.2373
78,120.74,51.2436
78,120.7376,51.2469
78,120.737,51.2504
78,120.735,51.2532
78,120.7288,51.2548
78,120.7229,51.2572
78,120.7202,51.2628
78,120.7177,51.277
78,120.7178,51.277
78,120.7623,51.277
78,120.7684,51.2793
78,120.7699,51.2812
78,120.7703,51.2839
78,120.7732,51.2881
78,120.7732,51.2882
78,120.7839,51.2947
78,120.8,51.2986
78,120.8512,51.2992
78,120.8501,51.2915
79,128.4695,50.9267
79,128.472,50.9216
79,128.5181,50.9239
79,128.5276,50.9216
79,128.5276,50.9215
79,128.5276,50.9104
79,128.5651,50.9168
79,128.5652,50.9168
79,128.5721,50.9104
79,128.5611,50.8912
79,128.5611,50.8911
79,128.5401,50.879
79,128.54,50.879
79,128.5128,50.8742
79,128.4832,50.877
79,128.4831,50.877
79,128.4824,50.8786
79,128.4763,50.8857
79,128.472,50.8882
79,128.4486,50.8934
79,128.4486,50.8935
79,128.4485,50.8935
79,128.4403,50.9025
79,128.4402,50.9025
79,128.4387,50.9215
79,128.4387,50.9216
79,128.4443,50.9239
79,128.4541,50.9317
79,128.461,50.9326
79,128.4611,50.9326
79,128.4662,50.9305
80,123.0653,50.6097
80,123.0395,50.6104
80,123.0395,50.6105
80,123.0405,50.6396
80,123.0591,50.6536
80,123.0845,50.6543
80,123.1064,50.6438
80,123.0974,50.6276
80,123.0841,50.6159
81,123.2175,50.5437
81,123.2023,50.5537
81,123.1918,50.5681
81,123.1918,50.5682
81,123.1857,50.5871
81,123.1839,50.6105
81,123.184,50.6105
81,123.219,50.5829
81,123.2268,50.5644
82,106.1219,50.3865
82,106.1092,50.3882
82,106.1082,50.392
82,106.1099,50.4063
82,106.1092,50.4105
82,106.0928,50.4208
82,106.0895,50.43
82,106.098,50.4439
82,106.1227,50.4435
82,106.1512,50.4221
82,106.1758,50.4216
82,106.1724,50.4136
82,106.1674,50.408
82,106.1348,50.3896
83,124.0951,50.3882
83,124.095,50.3882
83,124.087,50.4026
83,124.0845,50.4112
